Tweet_ID,Created_At,Text,Sentiment,Date,Hashtags
1895668084633149458,2025-03-01 02:51:05+00:00,"@RyanHar16220125 @hashirsher_ca @JustinTrudeau Zelenskyy’s five-year term expired on May 20, 2024. He declared martial law in 2022 and has extended it multiple times. The US has consistently held elections and especially during times of war. This was why President Trump called Zelenskyy a dictator. Like Zelenskyy, you expect… https://t.co/Y8HhqcMZdk",Negative,2025-03-01,[]
1895665075551420703,2025-03-01 02:39:08+00:00,"@troppofella Democratic elections being shutdown by the EU citing 'Russian interference'. Literally the same playbook the Dems in the US have been falsely using on Trump for years. 

https://t.co/53DfCcyG8K",Neutral,2025-03-01,[]
1895600335651307771,2025-02-28 22:21:53+00:00,"FACT: Nearly every major European nation had a government collapse and snap elections in 2024-25.

This is an orchestrated diplomatic smearing on the US due to distaste for Trump, bilateralism, and Europe not getting a cut.

Europe can’t run itself let alone the free world. https://t.co/88qpj6vK80",Neutral,2025-02-28,[]
1895586840599805977,2025-02-28 21:28:15+00:00,"Scranton, Pennsylvania September 22, 2024 😘
JUST BEFORE US ELECTIONS

Zelensky to President Trump February 28, 2025
""Mr. President, we are staying in our country,
staying strong from the very beginning of the war. We've been alone, and we are thankful."" 🤦‍♀️ https://t.co/Kupzta4P1x",Negative,2025-02-28,[]
1895586457001304343,2025-02-28 21:26:44+00:00,"@mirandadevine Scranton, Pennsylvania September 22, 2024 😘
JUST BEFORE US ELECTIONS

Zelensky to President Trump February 28, 2025
""Mr. President, we are staying in our country,
staying strong from the very beginning of the war. We've been alone, and we are thankful."" 🤦‍♀️ https://t.co/KTgxRsmufR",Negative,2025-02-28,[]
1895569003227332797,2025-02-28 20:17:22+00:00,"@ZelenskyyUa Zelensky might have been behind the assassination attempt on Trump, to keep the gravy train of war running. Ukraine should hold elections and elect a new leader.
https://t.co/KD4e1nU5xf",Negative,2025-02-28,[]
1895568963448553693,2025-02-28 20:17:13+00:00,"@ZelenskyyUa Zelensky might have been behind the assassination attempt on Trump, to keep the gravy train of war running. Ukraine should hold elections and elect a new leader.
https://t.co/KD4e1nU5xf",Negative,2025-02-28,[]
1895568922256294142,2025-02-28 20:17:03+00:00,"@ZelenskyyUa @POTUS Zelensky might have been behind the assassination attempt on Trump, to keep the gravy train of war running. Ukraine should hold elections and elect a new leader.
https://t.co/KD4e1nU5xf",Negative,2025-02-28,[]
1895561847237197975,2025-02-28 19:48:56+00:00,"@benigma2017 My fear is that we'll no longer have fair and free elections. Remember Trump saying ""blue states will dissappear off the map?"" I'm certain 2026 and 2028 will be rigged unless we switch to paper ballots only. This non-partisan organization has data on 2024:
https://t.co/S0CmH9Tjfj",Negative,2025-02-28,[]
1895551896531976420,2025-02-28 19:09:24+00:00,"Ukrainian presidential elections were scheduled to be held in April 2024. Zelensky chose to campaign in US presidential elections instead
https://t.co/oYtQlTRmbI https://t.co/cOLPf6x5IL https://t.co/VduygLEXrT",Neutral,2025-02-28,[]
1895551123781796303,2025-02-28 19:06:20+00:00,"Now all these people who deride, demean, deny, defame people for saying Trump is a Russian asset can kiss my butt. They stole  2 elections: 2016 and 2024, and our gvt is now working for Putin and xi. 
NOW, YOU can listen to US!",Positive,2025-02-28,[]
1895548678104088716,2025-02-28 18:56:37+00:00,"@WarMonitor3 Vance is in a hurry to please PUTIN. Remember TRUMP said after 2024 elections that we don’t have to vote again. I believe US will invade Greenland, Canada and possibly Mexico someday.",Positive,2025-02-28,[]
1895539917557809183,2025-02-28 18:21:48+00:00,"@ItsTheEnforcer Zelensky chose a side in 2024 and backed the Democrats. This was seen as meddling in the US Presidential elections so there is no love lost between Trump, Zelensky, and the war in Ukraine. It's time for Ukraine to lean on its European partners, the only country the US needs to… https://t.co/eaoYquQg6j",Negative,2025-02-28,[]
1895539563684384960,2025-02-28 18:20:24+00:00,"@Aad_LLC @squatsons @JDVance Did not you get the memo that there were elections in November 2024 AND Trump/Vance got elected for the President and VP of the US?
🧐",Neutral,2025-02-28,[]
1895539406007845164,2025-02-28 18:19:46+00:00,"@RepJasonCrow How many are employed by the federal government?
Remember, President Trump won 2631 of the 3100 US counties (84%) in the 2024 elections. In a democracy majority rules.  So I am witnessing Democrats, democrat donors and Democrat Party s a threat to our democracy. Thoughts?",Positive,2025-02-28,[]
1895530473029582961,2025-02-28 17:44:16+00:00,"The majority of GOP leaders are behaving as if 2024 elections would be the last in US history. They are acting as if the Republican Party is about to be changed to the Trump Political Party (TPP).

But I commend these bold GOP lawmakers for their courage.

https://t.co/hrrezSYdBv",Positive,2025-02-28,[]
1895432088322715824,2025-02-28 11:13:19+00:00,"@wamahesp ""Kamala Harris, already considered the most influential individual in the Democratic Party, was endorsed by Biden to replace him as the Democratic nominee for the 2024 US elections in an unprecedented fulfillment of prophecy."" #ProphetElvisMbonye @elonmusk
https://t.co/gAVb1ksJi8",Positive,2025-02-28,['#ProphetElvisMbonye']
1895432066571096105,2025-02-28 11:13:14+00:00,"@wamahesp ""4 years 6 and a half months later, United States President-elect Joe Biden abruptly dropped out of the 2024 US presidential elections and offered his full support and endorsement to Vice President Kamala Harris."" #ProphetElvisMbonye @elonmusk
https://t.co/gAVb1ksJi8",Positive,2025-02-28,['#ProphetElvisMbonye']
1895432046010679800,2025-02-28 11:13:09+00:00,"@wamahesp Due to prophecy, Kamala Harris rose from obscurity, becoming the first female US VP and a key figure in the 2020 and 2024 elections. Now, she’s the 2024 Democratic Presidential frontrunner with Biden's backing. #ProphetElvisMbonye @elonmusk
https://t.co/gAVb1ksJi8",Neutral,2025-02-28,['#ProphetElvisMbonye']
1895429001486954574,2025-02-28 11:01:03+00:00,"US 2020 elections were rigged - Thread 🧵

The orchestrator of this rigging was US based billionaire - George Soros

I sympathize with Trump. He won in 2016, again in 2020, and once more in 2024. However, his 2020 victory was taken away through rigging

Here is the proof

1/15 https://t.co/MBn5YBupVD https://t.co/u8XnR5w1df",Positive,2025-02-28,[]
1895414533759652208,2025-02-28 10:03:34+00:00,"World War III Is Still On The Table: Europe Wants Boots On The Ground In Ukraine 
In the lead-up to the 2024 presidential elections in the US, the  Biden Administration, in collusion with UK, European and Ukrainian partners, devised a plan to “Trump-Proof” the war in Ukraine. https://t.co/rh5JN2KYBg",Negative,2025-02-28,[]
1895258920597496084,2025-02-27 23:45:13+00:00,@Truthseeke91786 @ChallengeBelief @BlakeMcD1 @catturd2 What do those elections have to do with the 2024 US Presidential Election in which Trump won the popular vote?,Positive,2025-02-27,[]
1895255441506201947,2025-02-27 23:31:24+00:00,"@CyroosTethering @SpaghettiKozak Do you think that the US will have free and fair elections in 2026?

I’m not sure Trump didn’t cheat already in 2024. (Russian tail, Clark County)

Even the old, pre-Trump GOP were openly gerrymandering. Trump 2.0 will have no holds barred.",Negative,2025-02-27,[]
1895210220449665123,2025-02-27 20:31:42+00:00,"Early Q4 2024: ""Trump will make us so damn rich! Higher  🫴! You're not bullish enough!""

2025 begins with Trump rug-pulling millions of degenerate investors, only to follow up by wrecking all assets post-inauguration.

Me: Warning about the biggest bull trap post-elections,… https://t.co/YZyIupe4Oa",Negative,2025-02-27,[]
1895158506858201453,2025-02-27 17:06:13+00:00,@DOGE Dear America - Don't forget Biden Administration used US AID and gave over $15 Million of Taxpayer money to @ECP_Pakistan under guise of holding free &amp; fair elections in 2024 but in reality funded the military to steal elections and keep @ImranKhanPTI out of power.,Negative,2025-02-27,[]
1895156767291560421,2025-02-27 16:59:18+00:00,@JoeRNews Please you idiots said you will leave the US if Trump won the 2024 elections. Actions speak louder than words leave NOW!,Positive,2025-02-27,[]
1895127438562128223,2025-02-27 15:02:45+00:00,"https://t.co/wYhEWnilWa

🧐 Will A Recession Happen?  
- An inverted yield curve is a warning, but not always accurate  
- It happened in October 2022, but no recession after 2.5 years  
- In 2024, after the US elections, the 10-year yield increased  
- Trump’s victory raised… https://t.co/HvXdwgonIz",Negative,2025-02-27,[]
1895049402097770869,2025-02-27 09:52:40+00:00,"Key events impacting Nifty since Sept 2024:  

-Sept: BoJ rate hike sent Nikkei tumbling  
-Oct: Israel-Hamas-Iran war escalated  
-Nov: Donald Trump won US elections  
-Dec: Tariff concerns rattled markets  
-Feb: S. Naren cautioned on small/midcaps  

#stockmarketsindia #Nifty",Positive,2025-02-27,"['#stockmarketsindia', '#Nifty']"
1895040354371674327,2025-02-27 09:16:43+00:00,"@wamahesp ""4 years 6 and a half months later, United States President-elect Joe Biden abruptly dropped out of the 2024 US presidential elections and offered his full support and endorsement to Vice President Kamala Harris."" #ProphetElvisMbonye @elonmusk
https://t.co/r1pcP6wD3Q",Positive,2025-02-27,['#ProphetElvisMbonye']
1895040354149146855,2025-02-27 09:16:43+00:00,"@wamahesp Due to prophecy, Kamala Harris rose from obscurity, becoming the first female US VP and a key figure in the 2020 and 2024 elections. Now, she’s the 2024 Democratic Presidential frontrunner with Biden's backing. #ProphetElvisMbonye @elonmusk
https://t.co/r1pcP6w5ei",Neutral,2025-02-27,['#ProphetElvisMbonye']
1894951195195609190,2025-02-27 03:22:26+00:00,"@MaryLTrump @MaryLTrump did you not get the memo; Zelensky canceled elections May 2024, Ukrainian leaders threw him OUT, he is NOT the president that was INSTALLED by EU/NATO/BIDEN. Mineral deal might could reimburse the US for the billions wasted on war intentionally created to split Russia",Negative,2025-02-27,[]
1894919187975340194,2025-02-27 01:15:14+00:00,"@Terror_Alarm Trump wants to turn the US a dictatorship 

That’s why he likes dictators so much 
Putin/ Netanyhau / Erdogan / Xi ping 

2024 could be the last Us elections",Positive,2025-02-27,[]
1894864233365459046,2025-02-26 21:36:52+00:00,"@BernieSanders Was this a problem? Soros and associates buy up 200+ radio stations just prior to the 2024 elections and you want us to be mad over the @washingtonpost🤦‍♂️

Give me a break, pure and absolute hypocrisy‼️

https://t.co/PT3xoWsWPt",Negative,2025-02-26,[]
1894779746279375079,2025-02-26 16:01:09+00:00,"""The 2024 election was a lesson in the perils of nominating a far-left candidate—one that, if these polls are any indication, Democrats have not yet seemed to learn.""

@kamdenmulder 

https://t.co/k0hmI1Le7M",Neutral,2025-02-26,[]
1894779731016286268,2025-02-26 16:01:05+00:00,"""The 2024 election was a lesson in the perils of nominating a far-left candidate—one that, if these polls are any indication, Democrats have not yet seemed to learn.""

@kamdenmulder 

https://t.co/XpJNS4rVlZ",Neutral,2025-02-26,[]
1894761912518484216,2025-02-26 14:50:17+00:00,"@SheldrickCathy @larsept @fridgebuzz @McFaul @ZelenskyyUa @FT Yes, $183 billion in total support to Ukraine.

And that figure is from September 2024.  We've sent more since then

https://t.co/VUEbwyWJtV",Positive,2025-02-26,[]
1894757355675427253,2025-02-26 14:32:11+00:00,"A BLAST FROM THE PAST:
Russian President Vladimir Putin is waiting for the 2024 US elections, hoping to negotiate on the future of the Russia-Ukraine war with Donald Trump without the involvement of any European state, Czech President Petr Pavel has said.  https://t.co/lgXG7PNlY6",Negative,2025-02-26,[]
1894752414583914823,2025-02-26 14:12:33+00:00,"@SirJeremyLondon I wouldn’t bet on fair elections in the US from now on. Musk and Trump will figure sth. out.
And if the 2024 election has taught us anything, it’s that a lot of the US population is voting against their own interests. You could also call them … not very smart. And I’m polite.",Positive,2025-02-26,[]
1894749463350051299,2025-02-26 14:00:49+00:00,"@TonyD2705 @B7Boutique https://t.co/frYc3naDAp
“…Electoral College made it a landslide.”

A landslide? - not even close.

In terms of the Electoral College, 312 electoral votes sits within the lowest quadrant of U.S. presidential elections.
https://t.co/g8EUmyz8c3

Furthermore,
Donald Trump’s Margin… https://t.co/uMTzmmAzUK https://t.co/rtxgJ95inu",Negative,2025-02-26,[]
1894747177366253583,2025-02-26 13:51:44+00:00,"@michaeljsmith17 MAGA ain’t shit though

as Trump’s 1st three elections in Ohio showed 
Trump won Ohio in ‘16 by riding Portman’s coattails by 277.5K
Trump never got as many votes there as GOP US House candidates until 2024
🤣😂🤣😂🤣 https://t.co/NTigq6mVxE",Neutral,2025-02-26,[]
1894740091148308781,2025-02-26 13:23:34+00:00,@OneBadDude_ @RepJeffries Do you mean the will of what people where Trump only won by 1.5% and didn't even get over 50% of the vote. https://t.co/fkmLK1veUm,Positive,2025-02-26,[]
1894732777553010956,2025-02-26 12:54:31+00:00,"‘Fascist’, ‘conman’, ‘predator’, ‘cheat’: what 11 former Trump staffers say about him now | US elections 2024 | The Guardian https://t.co/EX1q8dLPLC",Neutral,2025-02-26,[]
1894715353537909097,2025-02-26 11:45:17+00:00,"@WallStreetMav Germany should have known better.  Kamala Harris, the U.S. Democrat nominee in the 2024 U.S. Presidential elections, did the same thing.  She claimed to want to secure the border. Do you think US voters believed her?  (Wake up, all these commies are working off the same playbook. https://t.co/pesSPldlS1",Positive,2025-02-26,[]
1894712279058530796,2025-02-26 11:33:04+00:00,"@MarioNawfal Germany should have known better.  Kamala Harris, the U.S. Democrat nominee in the 2024 U.S. Presidential elections, did the same thing.  She claimed to want to secure the border. Do you think US voters believed her?  (Wake up, all these commies are working off the same playbook. https://t.co/4MzSQGLTgB",Positive,2025-02-26,[]
1894709191585173946,2025-02-26 11:20:47+00:00,"@EvelinaHahne Germany should have known better.  Kamala Harris, the U.S. Democrat nominee in the 2024 U.S. Presidential elections, did the same thing.  She claimed to want to secure the border. Do you think US voters believed her?  (Wake up, all these commies are working off the same playbook. https://t.co/4MzSQGLTgB",Positive,2025-02-26,[]
1894677715757768950,2025-02-26 09:15:43+00:00,"@wamahesp ""Kamala Harris, already considered the most influential individual in the Democratic Party, was endorsed by Biden to replace him as the Democratic nominee for the 2024 US elections in an unprecedented fulfillment of prophecy."" #ProphetElvisMbonye @elonmusk
https://t.co/r1pcP6w5ei",Positive,2025-02-26,['#ProphetElvisMbonye']
1894677690524864572,2025-02-26 09:15:37+00:00,"@wamahesp ""4 years 6 and a half months later, United States President-elect Joe Biden abruptly dropped out of the 2024 US presidential elections and offered his full support and endorsement to Vice President Kamala Harris."" #ProphetElvisMbonye @elonmusk
https://t.co/r1pcP6w5ei",Positive,2025-02-26,['#ProphetElvisMbonye']
1894677666000679023,2025-02-26 09:15:31+00:00,"@wamahesp Due to prophecy, Kamala Harris rose from obscurity, becoming the first female US VP and a key figure in the 2020 and 2024 elections. Now, she’s the 2024 Democratic Presidential frontrunner with Biden's backing. #ProphetElvisMbonye @elonmusk
https://t.co/r1pcP6w5ei",Neutral,2025-02-26,['#ProphetElvisMbonye']
1894651394046452124,2025-02-26 07:31:07+00:00,"The US elections were rigged in 2024 despite it really was too big to rig because of the overwhelming votes of REAL AMERICANS, and i really believe it was rigged more then once!
This UNDEMOCRATIC and SABOTAGE!
#USA 
#Fraud 
#Con_Artist
#Ignorance 
#Left 
#Right 
#Trump… https://t.co/saQX7t7wfT https://t.co/YH35QGD1cR",Negative,2025-02-26,"['#USA', '#Fraud', '#Con_Artist', '#Ignorance', '#Left', '#Right', '#Trump']"
1894651171962273801,2025-02-26 07:30:14+00:00,"The US elections were rigged in 2024 despite it really was too big to rig because of the overwhelming votes of REAL AMERICANS, and i really believe it was rigged more then once!
#USA 
#Fraud 
#Con_Artist
#Ignorance 
#Left 
#Right 
#Trump 
#Republicans 
#Democrats 
#Liberals 
#WEF… https://t.co/noqe0ALKdm https://t.co/g1kGFwKD7v",Negative,2025-02-26,"['#USA', '#Fraud', '#Con_Artist', '#Ignorance', '#Left', '#Right', '#Trump', '#Republicans', '#Democrats', '#Liberals', '#WEF']"
